scenario_params,attr_metadata,bene_attr,particip_year,service_year,year_desc,asof_quarter_sort,enrl_type,metric_code,step_equation_value,step_sort,step_value
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 3}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""tin"": ""674188178""}",2025,2023,by3,5,2,rgnl_adj_floor,=14399.674*-0.015,1450,-215.9951016
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 3}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""tin"": ""674188178""}",2025,2023,by3,5,3,rgnl_adj_floor,=22793.361*-0.015,1450,-341.9004158
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 3}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""tin"": ""674188178""}",2025,2023,by3,5,4,rgnl_adj_floor,=12719.38*-0.015,1450,-190.7906993
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5061193331"", ""tin"": ""674188178""}",2025,2023,by3,5,1,rgnl_adj_floor,=98113.44*-0.015,1450,-1471.701544
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5061193331"", ""tin"": ""674188178""}",2025,2023,by3,5,2,rgnl_adj_floor,=14399.674*-0.015,1450,-215.9951016
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5061193331"", ""tin"": ""674188178""}",2025,2023,by3,5,3,rgnl_adj_floor,=22793.361*-0.015,1450,-341.9004158
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5061193331"", ""tin"": ""674188178""}",2025,2023,by3,5,4,rgnl_adj_floor,=12719.38*-0.015,1450,-190.7906993
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""9025891308"", ""tin"": ""674188178""}",2025,2023,by3,5,1,rgnl_adj_floor,=98113.44*-0.015,1450,-1471.701544
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""9025891308"", ""tin"": ""674188178""}",2025,2023,by3,5,2,rgnl_adj_floor,=14399.674*-0.015,1450,-215.9951016
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""9025891308"", ""tin"": ""674188178""}",2025,2023,by3,5,3,rgnl_adj_floor,=22793.361*-0.015,1450,-341.9004158
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""9025891308"", ""tin"": ""674188178""}",2025,2023,by3,5,4,rgnl_adj_floor,=12719.38*-0.015,1450,-190.7906993
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5876284084"", ""tin"": ""674188178""}",2025,2023,by3,5,1,rgnl_adj_floor,=98113.44*-0.015,1450,-1471.701544
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5876284084"", ""tin"": ""674188178""}",2025,2023,by3,5,2,rgnl_adj_floor,=14399.674*-0.015,1450,-215.9951016
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5876284084"", ""tin"": ""674188178""}",2025,2023,by3,5,3,rgnl_adj_floor,=22793.361*-0.015,1450,-341.9004158
"{""scenario"": ""forecast_verdi_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5876284084"", ""tin"": ""674188178""}",2025,2023,by3,5,4,rgnl_adj_floor,=12719.38*-0.015,1450,-190.7906993
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 2}","{""aco"": ""ACO0001"", ""tin"": ""674188178""}",2025,2025,benchmark,5,1,rgnl_adj_capped,=-1241.1697,1500,-1241.169644
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 2}","{""aco"": ""ACO0001"", ""tin"": ""674188178""}",2025,2025,benchmark,5,2,rgnl_adj_capped,=437.18283,1500,437.1828349
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 2}","{""aco"": ""ACO0001"", ""tin"": ""674188178""}",2025,2025,benchmark,5,3,rgnl_adj_capped,=668.5095,1500,668.5095512
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 2}","{""aco"": ""ACO0001"", ""tin"": ""674188178""}",2025,2025,benchmark,5,4,rgnl_adj_capped,=482.92667,1500,482.926668
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 3}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""tin"": ""674188178""}",2025,2025,benchmark,5,1,rgnl_adj_capped,=-1241.1697,1500,-1241.169644
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 3}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""tin"": ""674188178""}",2025,2025,benchmark,5,2,rgnl_adj_capped,=437.18283,1500,437.1828349
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 3}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""tin"": ""674188178""}",2025,2025,benchmark,5,3,rgnl_adj_capped,=668.5095,1500,668.5095512
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 3}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""tin"": ""674188178""}",2025,2025,benchmark,5,4,rgnl_adj_capped,=482.92667,1500,482.926668
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5061193331"", ""tin"": ""674188178""}",2025,2025,benchmark,5,1,rgnl_adj_capped,=-1241.1697,1500,-1241.169644
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5061193331"", ""tin"": ""674188178""}",2025,2025,benchmark,5,2,rgnl_adj_capped,=439.8446,1500,439.8446138
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5061193331"", ""tin"": ""674188178""}",2025,2025,benchmark,5,3,rgnl_adj_capped,=670.01996,1500,670.0199787
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5061193331"", ""tin"": ""674188178""}",2025,2025,benchmark,5,4,rgnl_adj_capped,=502.6466,1500,502.6466079
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""9025891308"", ""tin"": ""674188178""}",2025,2025,benchmark,5,1,rgnl_adj_capped,=-1241.1697,1500,-1241.169644
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""9025891308"", ""tin"": ""674188178""}",2025,2025,benchmark,5,2,rgnl_adj_capped,=436.38947,1500,436.3894764
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""9025891308"", ""tin"": ""674188178""}",2025,2025,benchmark,5,3,rgnl_adj_capped,=666.2296,1500,666.2296057
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""9025891308"", ""tin"": ""674188178""}",2025,2025,benchmark,5,4,rgnl_adj_capped,=457.1159,1500,457.115917
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5876284084"", ""tin"": ""674188178""}",2025,2025,benchmark,5,1,rgnl_adj_capped,=-1241.1697,1500,-1241.169644
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5876284084"", ""tin"": ""674188178""}",2025,2025,benchmark,5,2,rgnl_adj_capped,=478.42334,1500,478.4233365
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5876284084"", ""tin"": ""674188178""}",2025,2025,benchmark,5,3,rgnl_adj_capped,=868.8477,1500,868.8477003
"{""scenario"": ""forecast_rr1_expu"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5876284084"", ""tin"": ""674188178""}",2025,2025,benchmark,5,4,rgnl_adj_capped,=249.52843,1500,249.5284325
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 2}","{""aco"": ""ACO0001"", ""tin"": ""674188178""}",2025,2025,benchmark,5,1,rgnl_adj_capped,=-1241.1697,1500,-1241.169644
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 2}","{""aco"": ""ACO0001"", ""tin"": ""674188178""}",2025,2025,benchmark,5,2,rgnl_adj_capped,=437.18283,1500,437.1828349
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 2}","{""aco"": ""ACO0001"", ""tin"": ""674188178""}",2025,2025,benchmark,5,3,rgnl_adj_capped,=668.5095,1500,668.5095512
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 2}","{""aco"": ""ACO0001"", ""tin"": ""674188178""}",2025,2025,benchmark,5,4,rgnl_adj_capped,=482.92667,1500,482.926668
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 3}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""tin"": ""674188178""}",2025,2025,benchmark,5,1,rgnl_adj_capped,=-1241.1697,1500,-1241.169644
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 3}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""tin"": ""674188178""}",2025,2025,benchmark,5,2,rgnl_adj_capped,=437.18283,1500,437.1828349
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 3}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""tin"": ""674188178""}",2025,2025,benchmark,5,3,rgnl_adj_capped,=668.5095,1500,668.5095512
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 3}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""tin"": ""674188178""}",2025,2025,benchmark,5,4,rgnl_adj_capped,=482.92667,1500,482.926668
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5061193331"", ""tin"": ""674188178""}",2025,2025,benchmark,5,1,rgnl_adj_capped,=-1241.1697,1500,-1241.169644
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5061193331"", ""tin"": ""674188178""}",2025,2025,benchmark,5,2,rgnl_adj_capped,=439.8446,1500,439.8446138
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5061193331"", ""tin"": ""674188178""}",2025,2025,benchmark,5,3,rgnl_adj_capped,=670.01996,1500,670.0199787
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5061193331"", ""tin"": ""674188178""}",2025,2025,benchmark,5,4,rgnl_adj_capped,=502.6466,1500,502.6466079
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""9025891308"", ""tin"": ""674188178""}",2025,2025,benchmark,5,1,rgnl_adj_capped,=-1241.1697,1500,-1241.169644
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""9025891308"", ""tin"": ""674188178""}",2025,2025,benchmark,5,2,rgnl_adj_capped,=436.38947,1500,436.3894764
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""9025891308"", ""tin"": ""674188178""}",2025,2025,benchmark,5,3,rgnl_adj_capped,=666.2296,1500,666.2296057
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""9025891308"", ""tin"": ""674188178""}",2025,2025,benchmark,5,4,rgnl_adj_capped,=457.1159,1500,457.115917
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5876284084"", ""tin"": ""674188178""}",2025,2025,benchmark,5,1,rgnl_adj_capped,=-1241.1697,1500,-1241.169644
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5876284084"", ""tin"": ""674188178""}",2025,2025,benchmark,5,2,rgnl_adj_capped,=478.42334,1500,478.4233365
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5876284084"", ""tin"": ""674188178""}",2025,2025,benchmark,5,3,rgnl_adj_capped,=868.8477,1500,868.8477003
"{""scenario"": ""forecast_verdi_pirelli_rr_sim_cnty_expd"", ""acpt_weight"": ""1/3"", ""asgn_method"": ""prosp"", ""variant_code"": ""mpfs"", ""attr_scenario"": ""pirelli_cms_asgn"", ""demo_rscor_cap"": ""false""}","{""attr_name"": ""pirelli_cms_asgn"", ""attr_hier_sort"": 4}","{""aco"": ""ACO0001"", ""ccn"": ""None"", ""npi"": ""5876284084"", ""tin"": ""674188178""}",2025,2025,benchmark,5,4,rgnl_adj_capped,=249.52843,1500,249.5284325
